clerk_name	sale_date	sale_amt
Tom	1995-07-29 00:00:00	2148
Steven	1995-07-29 00:00:00	1623
Harry	1995-07-29 00:00:00	3284
Bill	1995-07-29 00:00:00	2956
Johnson	1995-07-30 00:00:00	1182
Larry	1995-07-30 00:00:00	1302
Dow	1995-07-30 00:00:00	4791
Jenny	1995-07-30 00:00:00	375
Baker	1995-07-30 00:00:00	1960
Mary	1995-07-30 00:00:00	1873
Tom	1995-07-30 00:00:00	839
Steven	1995-07-30 00:00:00	4511
Harry	1995-07-30 00:00:00	2674
Bill	1995-07-30 00:00:00	3417
Johnson	1995-07-31 00:00:00	3839
Larry	1995-07-31 00:00:00	1105
Dow	1995-07-31 00:00:00	3369
Jenny	1995-07-31 00:00:00	565
Baker	1995-07-31 00:00:00	4368
Mary	1995-07-31 00:00:00	107
Tom	1995-07-31 00:00:00	1865
Steven	1995-07-31 00:00:00	3148
Harry	1995-07-31 00:00:00	882
Bill	1995-07-31 00:00:00	881
Johnson	1995-08-01 00:00:00	4490
Larry	1995-08-01 00:00:00	2204
Dow	1995-08-01 00:00:00	4481
Jenny	1995-08-01 00:00:00	3452
Baker	1995-08-01 00:00:00	4287
Mary	1995-08-01 00:00:00	1625
Tom	1995-08-01 00:00:00	3989
Steven	1995-08-01 00:00:00	2267
Harry	1995-08-01 00:00:00	2562
Bill	1995-08-01 00:00:00	3923
Johnson	1995-08-02 00:00:00	3912
Larry	1995-08-02 00:00:00	1902
Dow	1995-08-02 00:00:00	2278
Jenny	1995-08-02 00:00:00	2536
Baker	1995-08-02 00:00:00	2138
Mary	1995-08-02 00:00:00	342
Tom	1995-08-02 00:00:00	4039
Steven	1995-08-02 00:00:00	2888
Harry	1995-08-02 00:00:00	606
Bill	1995-08-02 00:00:00	41
Johnson	1995-08-03 00:00:00	2136
Larry	1995-08-03 00:00:00	4907
Dow	1995-08-03 00:00:00	569
Jenny	1995-08-03 00:00:00	4697
Baker	1995-08-03 00:00:00	4411
Mary	1995-08-03 00:00:00	1047
Tom	1995-08-03 00:00:00	4455
Steven	1995-08-03 00:00:00	821
Harry	1995-08-03 00:00:00	492
Bill	1995-08-03 00:00:00	942
Johnson	1995-08-04 00:00:00	3819
Larry	1995-08-04 00:00:00	2483
Dow	1995-08-04 00:00:00	3303
Jenny	1995-08-04 00:00:00	1698
Baker	1995-08-04 00:00:00	2321
Mary	1995-08-04 00:00:00	303
Tom	1995-08-04 00:00:00	3599
Steven	1995-08-04 00:00:00	1494
Harry	1995-08-04 00:00:00	4199
Bill	1995-08-04 00:00:00	1658
Johnson	1995-08-05 00:00:00	1693
Larry	1995-08-05 00:00:00	3585
Dow	1995-08-05 00:00:00	2225
Jenny	1995-08-05 00:00:00	3273
Baker	1995-08-05 00:00:00	4481
Mary	1995-08-05 00:00:00	3039
Tom	1995-08-05 00:00:00	4721
Steven	1995-08-05 00:00:00	4869
Harry	1995-08-05 00:00:00	4292
Bill	1995-08-05 00:00:00	4520
Johnson	1995-08-06 00:00:00	3814
Larry	1995-08-06 00:00:00	3291
Dow	1995-08-06 00:00:00	4137
Jenny	1995-08-06 00:00:00	1239
Baker	1995-08-06 00:00:00	1714
Mary	1995-08-06 00:00:00	600
Tom	1995-08-06 00:00:00	1418
Steven	1995-08-06 00:00:00	2724
Harry	1995-08-06 00:00:00	3512
Bill	1995-08-06 00:00:00	1926
Johnson	1995-08-07 00:00:00	4222
Larry	1995-08-07 00:00:00	2440
Dow	1995-08-07 00:00:00	3650
Jenny	1995-08-07 00:00:00	4512
Baker	1995-08-07 00:00:00	924
Mary	1995-08-07 00:00:00	383
Tom	1995-08-07 00:00:00	3959
Steven	1995-08-07 00:00:00	3240
Harry	1995-08-07 00:00:00	4923
Bill	1995-08-07 00:00:00	710
Johnson	1995-08-08 00:00:00	3927
Larry	1995-08-08 00:00:00	140
Dow	1995-08-08 00:00:00	1999
Jenny	1995-08-08 00:00:00	129
Baker	1995-08-08 00:00:00	3631
Mary	1995-08-08 00:00:00	796
Tom	1995-08-08 00:00:00	2954
Steven	1995-08-08 00:00:00	4261
Harry	1995-08-08 00:00:00	1607
Bill	1995-08-08 00:00:00	4342
Johnson	1995-08-09 00:00:00	3905
Larry	1995-08-09 00:00:00	1425
Dow	1995-08-09 00:00:00	3767
Jenny	1995-08-09 00:00:00	716
Baker	1995-08-09 00:00:00	863
Mary	1995-08-09 00:00:00	1346
Tom	1995-08-09 00:00:00	374
Steven	1995-08-09 00:00:00	4170
Harry	1995-08-09 00:00:00	3969
Bill	1995-08-09 00:00:00	70
Johnson	1995-08-10 00:00:00	980
Larry	1995-08-10 00:00:00	592
Dow	1995-08-10 00:00:00	103
Jenny	1995-08-10 00:00:00	1998
Baker	1995-08-10 00:00:00	2206
Mary	1995-08-10 00:00:00	3073
Tom	1995-08-10 00:00:00	395
Steven	1995-08-10 00:00:00	306
Harry	1995-08-10 00:00:00	183
Bill	1995-08-10 00:00:00	273
Johnson	1995-08-11 00:00:00	1540
Larry	1995-08-11 00:00:00	3180
Dow	1995-08-11 00:00:00	3525
Jenny	1995-08-11 00:00:00	590
Baker	1995-08-11 00:00:00	1719
Mary	1995-08-11 00:00:00	239
Tom	1995-08-11 00:00:00	3705
Steven	1995-08-11 00:00:00	1813
Harry	1995-08-11 00:00:00	3363
Bill	1995-08-11 00:00:00	1224
Johnson	1995-08-12 00:00:00	2813
Larry	1995-08-12 00:00:00	941
Dow	1995-08-12 00:00:00	957
Jenny	1995-08-12 00:00:00	2558
Baker	1995-08-12 00:00:00	3734
Mary	1995-08-12 00:00:00	2119
Tom	1995-08-12 00:00:00	2563
Steven	1995-08-12 00:00:00	1631
Harry	1995-08-12 00:00:00	4972
Bill	1995-08-12 00:00:00	2178
Johnson	1995-08-13 00:00:00	3785
Larry	1995-08-13 00:00:00	3762
Dow	1995-08-13 00:00:00	1455
Jenny	1995-08-13 00:00:00	3093
Baker	1995-08-13 00:00:00	2440
Mary	1995-08-13 00:00:00	2598
Tom	1995-08-13 00:00:00	3903
Steven	1995-08-13 00:00:00	3814
Harry	1995-08-13 00:00:00	1293
Bill	1995-08-13 00:00:00	1380
Johnson	1995-08-14 00:00:00	2521
Larry	1995-08-14 00:00:00	275
Dow	1995-08-14 00:00:00	4824
Jenny	1995-08-14 00:00:00	4859
Baker	1995-08-14 00:00:00	1086
Mary	1995-08-14 00:00:00	2076
Tom	1995-08-14 00:00:00	4157
Steven	1995-08-14 00:00:00	4898
Harry	1995-08-14 00:00:00	4735
Bill	1995-08-14 00:00:00	2311
Johnson	1995-08-15 00:00:00	1950
Larry	1995-08-15 00:00:00	1693
Dow	1995-08-15 00:00:00	4142
Jenny	1995-08-15 00:00:00	3199
Baker	1995-08-15 00:00:00	1265
Mary	1995-08-15 00:00:00	2370
Tom	1995-08-15 00:00:00	62
Steven	1995-08-15 00:00:00	4746
Harry	1995-08-15 00:00:00	4174
Bill	1995-08-15 00:00:00	4191
Johnson	1995-08-16 00:00:00	649
Larry	1995-08-16 00:00:00	1423
Dow	1995-08-16 00:00:00	2137
Jenny	1995-08-16 00:00:00	935
Baker	1995-08-16 00:00:00	4363
Mary	1995-08-16 00:00:00	2948
Tom	1995-08-16 00:00:00	986
Steven	1995-08-16 00:00:00	3139
Harry	1995-08-16 00:00:00	3698
Bill	1995-08-16 00:00:00	4606
Johnson	1995-08-17 00:00:00	3698
Larry	1995-08-17 00:00:00	706
Dow	1995-08-17 00:00:00	4477
Jenny	1995-08-17 00:00:00	194
Baker	1995-08-17 00:00:00	3995
Mary	1995-08-17 00:00:00	105
Tom	1995-08-17 00:00:00	1959
Steven	1995-08-17 00:00:00	1598
Harry	1995-08-17 00:00:00	3216
Bill	1995-08-17 00:00:00	2771
Johnson	1995-08-18 00:00:00	3518
Larry	1995-08-18 00:00:00	3197
Dow	1995-08-18 00:00:00	1838
Jenny	1995-08-18 00:00:00	1584
Baker	1995-08-18 00:00:00	3259
Mary	1995-08-18 00:00:00	1808
Tom	1995-08-18 00:00:00	476
Steven	1995-08-18 00:00:00	3257
Harry	1995-08-18 00:00:00	1531
Bill	1995-08-18 00:00:00	3615
Johnson	1995-08-19 00:00:00	3198
Larry	1995-08-19 00:00:00	1293
Dow	1995-08-19 00:00:00	1906
Jenny	1995-08-19 00:00:00	3604
Baker	1995-08-19 00:00:00	3504
Mary	1995-08-19 00:00:00	1694
Tom	1995-08-19 00:00:00	4885
Steven	1995-08-19 00:00:00	330
Harry	1995-08-19 00:00:00	378
Bill	1995-08-19 00:00:00	1972
Johnson	1995-08-20 00:00:00	1294
Larry	1995-08-20 00:00:00	4472
Dow	1995-08-20 00:00:00	3413
Jenny	1995-08-20 00:00:00	3147
Baker	1995-08-20 00:00:00	4014
Mary	1995-08-20 00:00:00	3518
Tom	1995-08-20 00:00:00	2118
Steven	1995-08-20 00:00:00	4279
Harry	1995-08-20 00:00:00	4518
Bill	1995-08-20 00:00:00	2080
Johnson	1995-08-21 00:00:00	178
Larry	1995-08-21 00:00:00	4842
Dow	1995-08-21 00:00:00	408
Jenny	1995-08-21 00:00:00	2818
Baker	1995-08-21 00:00:00	601
Mary	1995-08-21 00:00:00	1635
Tom	1995-08-21 00:00:00	2018
Steven	1995-08-21 00:00:00	1671
Harry	1995-08-21 00:00:00	2417
Bill	1995-08-21 00:00:00	4252
Johnson	1995-08-22 00:00:00	4972
Larry	1995-08-22 00:00:00	3110
Dow	1995-08-22 00:00:00	3829
Jenny	1995-08-22 00:00:00	1109
Baker	1995-08-22 00:00:00	1490
Mary	1995-08-22 00:00:00	1434
Tom	1995-08-22 00:00:00	480
Steven	1995-08-22 00:00:00	1870
Harry	1995-08-22 00:00:00	1126
Bill	1995-08-22 00:00:00	2706
Johnson	1995-08-23 00:00:00	828
Larry	1995-08-23 00:00:00	1699
Dow	1995-08-23 00:00:00	1593
Jenny	1995-08-23 00:00:00	3773
Baker	1995-08-23 00:00:00	3435
Mary	1995-08-23 00:00:00	3144
Tom	1995-08-23 00:00:00	2290
Steven	1995-08-23 00:00:00	4984
Harry	1995-08-23 00:00:00	3359
Bill	1995-08-23 00:00:00	2603
Johnson	1995-08-24 00:00:00	2173
Larry	1995-08-24 00:00:00	1617
Dow	1995-08-24 00:00:00	1738
Jenny	1995-08-24 00:00:00	292
Baker	1995-08-24 00:00:00	4618
Mary	1995-08-24 00:00:00	739
Tom	1995-08-24 00:00:00	4073
Steven	1995-08-24 00:00:00	317
Harry	1995-08-24 00:00:00	44
Bill	1995-08-24 00:00:00	211
Johnson	1995-08-25 00:00:00	3685
Larry	1995-08-25 00:00:00	973
Dow	1995-08-25 00:00:00	2119
Jenny	1995-08-25 00:00:00	4812
Baker	1995-08-25 00:00:00	2326
Mary	1995-08-25 00:00:00	4683
Tom	1995-08-25 00:00:00	543
Steven	1995-08-25 00:00:00	1013
Harry	1995-08-25 00:00:00	4931
Bill	1995-08-25 00:00:00	2030
Johnson	1995-08-26 00:00:00	2540
Larry	1995-08-26 00:00:00	1745
Dow	1995-08-26 00:00:00	61
Jenny	1995-08-26 00:00:00	205
Baker	1995-08-26 00:00:00	1401
Mary	1995-08-26 00:00:00	633
Tom	1995-08-26 00:00:00	1673
Steven	1995-08-26 00:00:00	2792
Harry	1995-08-26 00:00:00	3647
Bill	1995-08-26 00:00:00	1540
Johnson	1995-08-27 00:00:00	1478
Larry	1995-08-27 00:00:00	255
Dow	1995-08-27 00:00:00	1642
Jenny	1995-08-27 00:00:00	3966
Baker	1995-08-27 00:00:00	4285
Mary	1995-08-27 00:00:00	3639
Tom	1995-08-27 00:00:00	763
Steven	1995-08-27 00:00:00	2768
Harry	1995-08-27 00:00:00	1415
Bill	1995-08-27 00:00:00	3002
Johnson	1995-08-28 00:00:00	4562
Larry	1995-08-28 00:00:00	1926
Dow	1995-08-28 00:00:00	4494
Jenny	1995-08-28 00:00:00	1821
Baker	1995-08-28 00:00:00	2725
Mary	1995-08-28 00:00:00	1590
Tom	1995-08-28 00:00:00	3642
Steven	1995-08-28 00:00:00	4167
Harry	1995-08-28 00:00:00	4989
Bill	1995-08-28 00:00:00	439
Johnson	1995-08-29 00:00:00	402
Larry	1995-08-29 00:00:00	2737
Dow	1995-08-29 00:00:00	4604
Jenny	1995-08-29 00:00:00	1461
Baker	1995-08-29 00:00:00	1500
Mary	1995-08-29 00:00:00	2950
Tom	1995-08-29 00:00:00	2381
Steven	1995-08-29 00:00:00	3623
Harry	1995-08-29 00:00:00	4919
Bill	1995-08-29 00:00:00	1159
Johnson	1995-08-30 00:00:00	1839
Larry	1995-08-30 00:00:00	4560
Dow	1995-08-30 00:00:00	4588
Jenny	1995-08-30 00:00:00	3728
Baker	1995-08-30 00:00:00	2466
Mary	1995-08-30 00:00:00	289
Tom	1995-08-30 00:00:00	4432
Steven	1995-08-30 00:00:00	3118
Harry	1995-08-30 00:00:00	1660
Bill	1995-08-30 00:00:00	2226
Johnson	1995-08-31 00:00:00	1426
Larry	1995-08-31 00:00:00	2377
Dow	1995-08-31 00:00:00	1475
Jenny	1995-08-31 00:00:00	4192
Baker	1995-08-31 00:00:00	769
Mary	1995-08-31 00:00:00	426
Tom	1995-08-31 00:00:00	3922
Steven	1995-08-31 00:00:00	2936
Harry	1995-08-31 00:00:00	4298
Bill	1995-08-31 00:00:00	2296
Johnson	1995-09-01 00:00:00	3176
Larry	1995-09-01 00:00:00	4686
Dow	1995-09-01 00:00:00	773
Jenny	1995-09-01 00:00:00	1057
Baker	1995-09-01 00:00:00	4736
Mary	1995-09-01 00:00:00	2614
Tom	1995-09-01 00:00:00	3711
Steven	1995-09-01 00:00:00	1512
Harry	1995-09-01 00:00:00	258
Bill	1995-09-01 00:00:00	692
Johnson	1995-09-02 00:00:00	4068
Larry	1995-09-02 00:00:00	4858
Dow	1995-09-02 00:00:00	2525
Jenny	1995-09-02 00:00:00	3301
Baker	1995-09-02 00:00:00	1151
Mary	1995-09-02 00:00:00	3430
Tom	1995-09-02 00:00:00	2774
Steven	1995-09-02 00:00:00	2147
Harry	1995-09-02 00:00:00	806
Bill	1995-09-02 00:00:00	314
Johnson	1995-09-03 00:00:00	2375
Larry	1995-09-03 00:00:00	2475
Dow	1995-09-03 00:00:00	106
Jenny	1995-09-03 00:00:00	106
Baker	1995-09-03 00:00:00	2693
Mary	1995-09-03 00:00:00	4324
Tom	1995-09-03 00:00:00	2490
Steven	1995-09-03 00:00:00	4338
Harry	1995-09-03 00:00:00	827
Bill	1995-09-03 00:00:00	1553
Johnson	1995-09-04 00:00:00	1511
Larry	1995-09-04 00:00:00	3113
Dow	1995-09-04 00:00:00	4769
Jenny	1995-09-04 00:00:00	1713
Baker	1995-09-04 00:00:00	170
Mary	1995-09-04 00:00:00	3317
Tom	1995-09-04 00:00:00	4475
Steven	1995-09-04 00:00:00	3363
Harry	1995-09-04 00:00:00	1083
Bill	1995-09-04 00:00:00	3374
Johnson	1995-09-05 00:00:00	272
Larry	1995-09-05 00:00:00	4345
Dow	1995-09-05 00:00:00	585
Jenny	1995-09-05 00:00:00	4868
Baker	1995-09-05 00:00:00	1999
Mary	1995-09-05 00:00:00	4621
Tom	1995-09-05 00:00:00	2231
Steven	1995-09-05 00:00:00	2536
Harry	1995-09-05 00:00:00	1302
Bill	1995-09-05 00:00:00	741
Johnson	1995-09-06 00:00:00	2070
Larry	1995-09-06 00:00:00	1049
Dow	1995-09-06 00:00:00	522
Jenny	1995-09-06 00:00:00	694
Baker	1995-09-06 00:00:00	4473
Mary	1995-09-06 00:00:00	4751
Tom	1995-09-06 00:00:00	4713
Steven	1995-09-06 00:00:00	2876
Harry	1995-09-06 00:00:00	3290
Bill	1995-09-06 00:00:00	4982
Johnson	1995-09-07 00:00:00	3409
Larry	1995-09-07 00:00:00	1191
Dow	1995-09-07 00:00:00	3566
Jenny	1995-09-07 00:00:00	3950
Baker	1995-09-07 00:00:00	891
Mary	1995-09-07 00:00:00	4837
Tom	1995-09-07 00:00:00	4118
Steven	1995-09-07 00:00:00	4117
Harry	1995-09-07 00:00:00	2899
Bill	1995-09-07 00:00:00	1160
Johnson	1995-09-08 00:00:00	776
Larry	1995-09-08 00:00:00	2965
Dow	1995-09-08 00:00:00	3885
Jenny	1995-09-08 00:00:00	3075
Baker	1995-09-08 00:00:00	4228
Mary	1995-09-08 00:00:00	4605
Tom	1995-09-08 00:00:00	2180
Steven	1995-09-08 00:00:00	3934
Harry	1995-09-08 00:00:00	4994
Bill	1995-09-08 00:00:00	2090
Johnson	1995-09-09 00:00:00	657
Larry	1995-09-09 00:00:00	2409
Dow	1995-09-09 00:00:00	1213
Jenny	1995-09-09 00:00:00	2515
Baker	1995-09-09 00:00:00	2810
Mary	1995-09-09 00:00:00	2898
Tom	1995-09-09 00:00:00	2623
Steven	1995-09-09 00:00:00	931
Harry	1995-09-09 00:00:00	3449
Bill	1995-09-09 00:00:00	3200
Johnson	1995-09-10 00:00:00	1294
Larry	1995-09-10 00:00:00	3848
Dow	1995-09-10 00:00:00	4593
Jenny	1995-09-10 00:00:00	734
Baker	1995-09-10 00:00:00	1447
Mary	1995-09-10 00:00:00	3654
Tom	1995-09-10 00:00:00	514
Steven	1995-09-10 00:00:00	1352
Harry	1995-09-10 00:00:00	1951
Bill	1995-09-10 00:00:00	1585
Johnson	1995-09-11 00:00:00	1296
Larry	1995-09-11 00:00:00	904
Dow	1995-09-11 00:00:00	902
Jenny	1995-09-11 00:00:00	3952
Baker	1995-09-11 00:00:00	1730
Mary	1995-09-11 00:00:00	4044
Tom	1995-09-11 00:00:00	2018
Steven	1995-09-11 00:00:00	4245
Harry	1995-09-11 00:00:00	1841
Bill	1995-09-11 00:00:00	2427
Johnson	1995-09-12 00:00:00	2458
Larry	1995-09-12 00:00:00	2360
Dow	1995-09-12 00:00:00	1837
Jenny	1995-09-12 00:00:00	365
Baker	1995-09-12 00:00:00	1078
Mary	1995-09-12 00:00:00	1656
Tom	1995-09-12 00:00:00	2842
Steven	1995-09-12 00:00:00	217
Harry	1995-09-12 00:00:00	44
Bill	1995-09-12 00:00:00	4744
Johnson	1995-09-13 00:00:00	307
Larry	1995-09-13 00:00:00	2252
Dow	1995-09-13 00:00:00	1221
Jenny	1995-09-13 00:00:00	4937
Baker	1995-09-13 00:00:00	4624
Mary	1995-09-13 00:00:00	4537
Tom	1995-09-13 00:00:00	1710
Steven	1995-09-13 00:00:00	2064
Harry	1995-09-13 00:00:00	3102
Bill	1995-09-13 00:00:00	2393
Johnson	1995-09-14 00:00:00	469
Larry	1995-09-14 00:00:00	3890
Dow	1995-09-14 00:00:00	4094
Jenny	1995-09-14 00:00:00	4337
Baker	1995-09-14 00:00:00	4967
Mary	1995-09-14 00:00:00	2775
Tom	1995-09-14 00:00:00	2821
Steven	1995-09-14 00:00:00	2014
Harry	1995-09-14 00:00:00	3454
Bill	1995-09-14 00:00:00	1292
Johnson	1995-09-15 00:00:00	4101
Larry	1995-09-15 00:00:00	520
Dow	1995-09-15 00:00:00	4499
Jenny	1995-09-15 00:00:00	441
Baker	1995-09-15 00:00:00	4995
Mary	1995-09-15 00:00:00	2696
Tom	1995-09-15 00:00:00	1147
Steven	1995-09-15 00:00:00	4803
Harry	1995-09-15 00:00:00	161
Bill	1995-09-15 00:00:00	1418
Johnson	1995-09-16 00:00:00	2182
Larry	1995-09-16 00:00:00	423
Dow	1995-09-16 00:00:00	4518
Jenny	1995-09-16 00:00:00	2644
Baker	1995-09-16 00:00:00	2720
Mary	1995-09-16 00:00:00	3464
Tom	1995-09-16 00:00:00	1678
Steven	1995-09-16 00:00:00	4013
Harry	1995-09-16 00:00:00	609
Bill	1995-09-16 00:00:00	740
Johnson	1995-09-17 00:00:00	2500
Larry	1995-09-17 00:00:00	4057
Dow	1995-09-17 00:00:00	3842
Jenny	1995-09-17 00:00:00	1996
Baker	1995-09-17 00:00:00	1027
Mary	1995-09-17 00:00:00	695
Tom	1995-09-17 00:00:00	2558
Steven	1995-09-17 00:00:00	3442
Harry	1995-09-17 00:00:00	2
Bill	1995-09-17 00:00:00	4527
Johnson	1995-09-18 00:00:00	1987
Larry	1995-09-18 00:00:00	2402
Dow	1995-09-18 00:00:00	156
Jenny	1995-09-18 00:00:00	2580
Baker	1995-09-18 00:00:00	94
Mary	1995-09-18 00:00:00	4101
Tom	1995-09-18 00:00:00	1454
Steven	1995-09-18 00:00:00	1603
Harry	1995-09-18 00:00:00	572
Bill	1995-09-18 00:00:00	3558
Johnson	1995-09-19 00:00:00	549
Larry	1995-09-19 00:00:00	1681
Dow	1995-09-19 00:00:00	3250
Jenny	1995-09-19 00:00:00	3258
Baker	1995-09-19 00:00:00	1718
Mary	1995-09-19 00:00:00	954
Tom	1995-09-19 00:00:00	4975
Steven	1995-09-19 00:00:00	795
Harry	1995-09-19 00:00:00	3717
Bill	1995-09-19 00:00:00	471
Johnson	1995-09-20 00:00:00	4473
Larry	1995-09-20 00:00:00	4939
Dow	1995-09-20 00:00:00	2079
Jenny	1995-09-20 00:00:00	4771
Baker	1995-09-20 00:00:00	4772
Mary	1995-09-20 00:00:00	3676
Tom	1995-09-20 00:00:00	562
Steven	1995-09-20 00:00:00	3608
Harry	1995-09-20 00:00:00	1283
Bill	1995-09-20 00:00:00	3568
Johnson	1995-09-21 00:00:00	1655
Larry	1995-09-21 00:00:00	3334
Dow	1995-09-21 00:00:00	2740
Jenny	1995-09-21 00:00:00	1455
Baker	1995-09-21 00:00:00	4266
Mary	1995-09-21 00:00:00	2878
Tom	1995-09-21 00:00:00	830
Steven	1995-09-21 00:00:00	1893
Harry	1995-09-21 00:00:00	1980
Bill	1995-09-21 00:00:00	3893
Johnson	1995-09-22 00:00:00	2454
Larry	1995-09-22 00:00:00	1926
Dow	1995-09-22 00:00:00	2575
Jenny	1995-09-22 00:00:00	2624
Baker	1995-09-22 00:00:00	1297
Mary	1995-09-22 00:00:00	3761
Tom	1995-09-22 00:00:00	3772
Steven	1995-09-22 00:00:00	2280
Harry	1995-09-22 00:00:00	2539
Bill	1995-09-22 00:00:00	650
Johnson	1995-09-23 00:00:00	1608
Larry	1995-09-23 00:00:00	4200
Dow	1995-09-23 00:00:00	1331
Jenny	1995-09-23 00:00:00	1844
Baker	1995-09-23 00:00:00	1126
Mary	1995-09-23 00:00:00	3911
Tom	1995-09-23 00:00:00	1898
Steven	1995-09-23 00:00:00	3765
Harry	1995-09-23 00:00:00	4569
Bill	1995-09-23 00:00:00	4248
Johnson	1995-09-24 00:00:00	4957
Larry	1995-09-24 00:00:00	1661
Dow	1995-09-24 00:00:00	4650
Jenny	1995-09-24 00:00:00	2080
Baker	1995-09-24 00:00:00	1476
Mary	1995-09-24 00:00:00	3872
Tom	1995-09-24 00:00:00	4990
Steven	1995-09-24 00:00:00	2807
Harry	1995-09-24 00:00:00	648
Bill	1995-09-24 00:00:00	4499
Johnson	1995-09-25 00:00:00	1292
Larry	1995-09-25 00:00:00	2725
Dow	1995-09-25 00:00:00	4383
Jenny	1995-09-25 00:00:00	4702
Baker	1995-09-25 00:00:00	391
Mary	1995-09-25 00:00:00	3573
Tom	1995-09-25 00:00:00	4516
Steven	1995-09-25 00:00:00	3076
Harry	1995-09-25 00:00:00	4859
Bill	1995-09-25 00:00:00	1045
Johnson	1995-09-26 00:00:00	2438
Larry	1995-09-26 00:00:00	1548
Dow	1995-09-26 00:00:00	3475
Jenny	1995-09-26 00:00:00	4811
Baker	1995-09-26 00:00:00	3791
Mary	1995-09-26 00:00:00	40
Tom	1995-09-26 00:00:00	2484
Steven	1995-09-26 00:00:00	1666
Harry	1995-09-26 00:00:00	3452
Bill	1995-09-26 00:00:00	674
Johnson	1995-09-27 00:00:00	4245
Larry	1995-09-27 00:00:00	729
Dow	1995-09-27 00:00:00	3044
Jenny	1995-09-27 00:00:00	669
Baker	1995-09-27 00:00:00	3554
Mary	1995-09-27 00:00:00	232
Tom	1995-09-27 00:00:00	4816
Steven	1995-09-27 00:00:00	2192
Harry	1995-09-27 00:00:00	2672
Bill	1995-09-27 00:00:00	4339
Johnson	1995-09-28 00:00:00	1851
Larry	1995-09-28 00:00:00	2340
Dow	1995-09-28 00:00:00	3831
Jenny	1995-09-28 00:00:00	601
Baker	1995-09-28 00:00:00	212
Mary	1995-09-28 00:00:00	2103
Tom	1995-09-28 00:00:00	2783
Steven	1995-09-28 00:00:00	4092
Harry	1995-09-28 00:00:00	3813
Bill	1995-09-28 00:00:00	4648
Johnson	1995-09-29 00:00:00	3795
Larry	1995-09-29 00:00:00	3052
Dow	1995-09-29 00:00:00	2509
Jenny	1995-09-29 00:00:00	501
Baker	1995-09-29 00:00:00	314
Mary	1995-09-29 00:00:00	2816
Tom	1995-09-29 00:00:00	3159
Steven	1995-09-29 00:00:00	244
Harry	1995-09-29 00:00:00	1447
Bill	1995-09-29 00:00:00	162
Johnson	1995-09-30 00:00:00	2168
Larry	1995-09-30 00:00:00	4147
Dow	1995-09-30 00:00:00	2290
Jenny	1995-09-30 00:00:00	3757
Baker	1995-09-30 00:00:00	1343
Mary	1995-09-30 00:00:00	2764
Tom	1995-09-30 00:00:00	1081
Steven	1995-09-30 00:00:00	3256
Harry	1995-09-30 00:00:00	1713
Bill	1995-09-30 00:00:00	2889
Johnson	1995-10-01 00:00:00	3176
Larry	1995-10-01 00:00:00	4741
Dow	1995-10-01 00:00:00	2347
Jenny	1995-10-01 00:00:00	4422
Baker	1995-10-01 00:00:00	777
Mary	1995-10-01 00:00:00	3610
Tom	1995-10-01 00:00:00	3094
Steven	1995-10-01 00:00:00	650
Harry	1995-10-01 00:00:00	3468
Bill	1995-10-01 00:00:00	2754
Johnson	1995-10-02 00:00:00	1614
Larry	1995-10-02 00:00:00	2137
Dow	1995-10-02 00:00:00	2618
Jenny	1995-10-02 00:00:00	3793
Baker	1995-10-02 00:00:00	999
Mary	1995-10-02 00:00:00	2963
Tom	1995-10-02 00:00:00	2852
Steven	1995-10-02 00:00:00	2474
Harry	1995-10-02 00:00:00	4823
Bill	1995-10-02 00:00:00	2280
Johnson	1995-10-03 00:00:00	899
Larry	1995-10-03 00:00:00	826
Dow	1995-10-03 00:00:00	1439
Jenny	1995-10-03 00:00:00	4268
Baker	1995-10-03 00:00:00	1322
Mary	1995-10-03 00:00:00	3529
Tom	1995-10-03 00:00:00	3927
Steven	1995-10-03 00:00:00	386
Harry	1995-10-03 00:00:00	4800
Bill	1995-10-03 00:00:00	4057
Johnson	1995-10-04 00:00:00	1169
Larry	1995-10-04 00:00:00	4444
Dow	1995-10-04 00:00:00	2870
Jenny	1995-10-04 00:00:00	2531
Baker	1995-10-04 00:00:00	4157
Mary	1995-10-04 00:00:00	3443
Tom	1995-10-04 00:00:00	3315
Steven	1995-10-04 00:00:00	1924
Harry	1995-10-04 00:00:00	4764
Bill	1995-10-04 00:00:00	304
Johnson	1995-10-05 00:00:00	2638
Larry	1995-10-05 00:00:00	2167
Dow	1995-10-05 00:00:00	1935
Jenny	1995-10-05 00:00:00	3585
Baker	1995-10-05 00:00:00	1415
Mary	1995-10-05 00:00:00	3002
Tom	1995-10-05 00:00:00	2407
Steven	1995-10-05 00:00:00	4024
Harry	1995-10-05 00:00:00	4659
Bill	1995-10-05 00:00:00	872
Johnson	1995-10-06 00:00:00	4874
Larry	1995-10-06 00:00:00	3306
Dow	1995-10-06 00:00:00	2705
Jenny	1995-10-06 00:00:00	3005
Baker	1995-10-06 00:00:00	2723
Mary	1995-10-06 00:00:00	1721
Tom	1995-10-06 00:00:00	3559
Steven	1995-10-06 00:00:00	2882
Harry	1995-10-06 00:00:00	1330
Bill	1995-10-06 00:00:00	3530
Johnson	1995-10-07 00:00:00	82
Larry	1995-10-07 00:00:00	649
Dow	1995-10-07 00:00:00	1205
Jenny	1995-10-07 00:00:00	1669
Baker	1995-10-07 00:00:00	4863
